epoch,train loss,reg loss,train acc,test loss,test acc
0,"tensor(1.6238, device='cuda:0')",0.0,tensor(43.7457),"tensor(1.0339, device='cuda:0')",tensor(68.1200)
1,"tensor(1.3345, device='cuda:0')",0.0,tensor(54.3368),"tensor(0.9366, device='cuda:0')",tensor(70.6600)
2,"tensor(1.2593, device='cuda:0')",0.0,tensor(56.6156),"tensor(0.6572, device='cuda:0')",tensor(78.8400)
3,"tensor(1.2066, device='cuda:0')",0.0,tensor(58.5272),"tensor(0.6226, device='cuda:0')",tensor(79.5300)
4,"tensor(1.1670, device='cuda:0')",0.0,tensor(60.1677),"tensor(0.6359, device='cuda:0')",tensor(79.3300)
5,"tensor(1.1355, device='cuda:0')",0.0,tensor(61.4253),"tensor(0.6235, device='cuda:0')",tensor(81.0400)
6,"tensor(1.1357, device='cuda:0')",0.0,tensor(60.6668),"tensor(0.5750, device='cuda:0')",tensor(82.2400)
7,"tensor(1.1101, device='cuda:0')",0.0,tensor(61.9495),"tensor(0.5551, device='cuda:0')",tensor(82.6200)
8,"tensor(1.0871, device='cuda:0')",0.0,tensor(62.7897),"tensor(0.5791, device='cuda:0')",tensor(81.8900)
9,"tensor(1.0692, device='cuda:0')",0.0,tensor(63.2579),"tensor(0.6077, device='cuda:0')",tensor(81.1100)
10,"tensor(1.0782, device='cuda:0')",0.0,tensor(62.9700),"tensor(0.5328, device='cuda:0')",tensor(83.2500)
11,"tensor(1.0514, device='cuda:0')",0.0,tensor(64.1702),"tensor(0.5064, device='cuda:0')",tensor(83.9100)
12,"tensor(1.0488, device='cuda:0')",0.0,tensor(63.8546),"tensor(0.5531, device='cuda:0')",tensor(83.2200)
13,"tensor(1.0729, device='cuda:0')",0.0,tensor(62.7652),"tensor(0.5439, device='cuda:0')",tensor(82.8400)
14,"tensor(1.0357, device='cuda:0')",0.0,tensor(64.4369),"tensor(0.5264, device='cuda:0')",tensor(83.7300)
15,"tensor(1.0342, device='cuda:0')",0.0,tensor(64.5673),"tensor(0.5263, device='cuda:0')",tensor(83.7500)
16,"tensor(1.0292, device='cuda:0')",0.0,tensor(64.6994),"tensor(0.5558, device='cuda:0')",tensor(83.1900)
17,"tensor(1.0299, device='cuda:0')",0.0,tensor(64.6908),"tensor(0.5957, device='cuda:0')",tensor(82.6200)
18,"tensor(1.0225, device='cuda:0')",0.0,tensor(64.9278),"tensor(0.6015, device='cuda:0')",tensor(82.0700)
19,"tensor(1.0114, device='cuda:0')",0.0,tensor(65.4504),"tensor(0.5689, device='cuda:0')",tensor(82.4400)
20,"tensor(1.0239, device='cuda:0')",0.0,tensor(64.8615),"tensor(0.5855, device='cuda:0')",tensor(82.6400)
21,"tensor(1.0217, device='cuda:0')",0.0,tensor(64.8218),"tensor(0.5125, device='cuda:0')",tensor(84.2600)
22,"tensor(0.9914, device='cuda:0')",0.0,tensor(66.0869),"tensor(0.4711, device='cuda:0')",tensor(85.5200)
23,"tensor(1.0080, device='cuda:0')",0.0,tensor(65.1572),"tensor(0.5901, device='cuda:0')",tensor(82.2200)
24,"tensor(0.9865, device='cuda:0')",0.0,tensor(66.1673),"tensor(0.6213, device='cuda:0')",tensor(84.8400)
25,"tensor(0.9787, device='cuda:0')",0.0,tensor(66.4097),"tensor(0.5190, device='cuda:0')",tensor(84.2700)
26,"tensor(0.9911, device='cuda:0')",0.0,tensor(66.1076),"tensor(0.5294, device='cuda:0')",tensor(83.2000)
27,"tensor(0.9689, device='cuda:0')",0.0,tensor(67.0958),"tensor(0.5068, device='cuda:0')",tensor(84.8300)
28,"tensor(0.9989, device='cuda:0')",0.0,tensor(65.1615),"tensor(0.5430, device='cuda:0')",tensor(83.9000)
29,"tensor(0.9745, device='cuda:0')",0.0,tensor(66.6269),"tensor(0.5172, device='cuda:0')",tensor(84.7300)
