epoch,train loss,reg loss,train acc,test loss,test acc
0,"tensor(1.7396, device='cuda:0')",0.0,tensor(42.0760),"tensor(1.3003, device='cuda:0')",tensor(59.5700)
1,"tensor(1.4385, device='cuda:0')",0.0,tensor(56.0643),"tensor(1.0127, device='cuda:0')",tensor(67.5900)
2,"tensor(1.3099, device='cuda:0')",0.0,tensor(60.8499),"tensor(0.8299, device='cuda:0')",tensor(72.1900)
3,"tensor(1.2170, device='cuda:0')",0.0,tensor(63.8931),"tensor(0.7399, device='cuda:0')",tensor(77.3000)
4,"tensor(1.1810, device='cuda:0')",0.0,tensor(64.8712),"tensor(0.7139, device='cuda:0')",tensor(78.7800)
5,"tensor(1.1764, device='cuda:0')",0.0,tensor(65.1266),"tensor(0.6911, device='cuda:0')",tensor(79.9600)
6,"tensor(1.1081, device='cuda:0')",0.0,tensor(67.2872),"tensor(0.7118, device='cuda:0')",tensor(77.5100)
7,"tensor(1.1507, device='cuda:0')",0.0,tensor(65.9127),"tensor(0.7807, device='cuda:0')",tensor(75.6400)
8,"tensor(1.1161, device='cuda:0')",0.0,tensor(66.8880),"tensor(0.6945, device='cuda:0')",tensor(78.5200)
9,"tensor(1.0964, device='cuda:0')",0.0,tensor(67.6024),"tensor(0.6623, device='cuda:0')",tensor(80.1500)
10,"tensor(1.1009, device='cuda:0')",0.0,tensor(67.1994),"tensor(0.6494, device='cuda:0')",tensor(80.6700)
11,"tensor(1.1054, device='cuda:0')",0.0,tensor(67.0964),"tensor(0.7119, device='cuda:0')",tensor(78.2400)
12,"tensor(1.0592, device='cuda:0')",0.0,tensor(68.9080),"tensor(0.6337, device='cuda:0')",tensor(80.5600)
13,"tensor(1.0479, device='cuda:0')",0.0,tensor(69.0810),"tensor(0.6223, device='cuda:0')",tensor(81.3000)
14,"tensor(1.0443, device='cuda:0')",0.0,tensor(68.9712),"tensor(0.6930, device='cuda:0')",tensor(78.9500)
15,"tensor(1.0767, device='cuda:0')",0.0,tensor(68.1365),"tensor(0.6540, device='cuda:0')",tensor(80.5200)
16,"tensor(1.0659, device='cuda:0')",0.0,tensor(68.1313),"tensor(0.6185, device='cuda:0')",tensor(81.2800)
17,"tensor(1.0341, device='cuda:0')",0.0,tensor(69.6075),"tensor(0.6211, device='cuda:0')",tensor(80.8700)
18,"tensor(1.0334, device='cuda:0')",0.0,tensor(69.8162),"tensor(0.5778, device='cuda:0')",tensor(82.3300)
19,"tensor(1.0137, device='cuda:0')",0.0,tensor(69.9117),"tensor(0.6499, device='cuda:0')",tensor(81.0500)
20,"tensor(1.0188, device='cuda:0')",0.0,tensor(69.6947),"tensor(0.5940, device='cuda:0')",tensor(82.2600)
21,"tensor(0.9738, device='cuda:0')",0.0,tensor(71.7237),"tensor(0.6454, device='cuda:0')",tensor(81.3700)
22,"tensor(1.0088, device='cuda:0')",0.0,tensor(70.4746),"tensor(0.6181, device='cuda:0')",tensor(81.5900)
23,"tensor(1.0384, device='cuda:0')",0.0,tensor(69.2434),"tensor(0.6176, device='cuda:0')",tensor(82.4300)
24,"tensor(0.9576, device='cuda:0')",0.0,tensor(71.7219),"tensor(0.5998, device='cuda:0')",tensor(82.6100)
25,"tensor(0.9787, device='cuda:0')",0.0,tensor(71.2283),"tensor(0.5762, device='cuda:0')",tensor(82.7300)
26,"tensor(0.9771, device='cuda:0')",0.0,tensor(71.1901),"tensor(0.5692, device='cuda:0')",tensor(83.8800)
27,"tensor(0.9588, device='cuda:0')",0.0,tensor(71.6358),"tensor(0.6037, device='cuda:0')",tensor(82.)
28,"tensor(0.9769, device='cuda:0')",0.0,tensor(71.1616),"tensor(0.6231, device='cuda:0')",tensor(81.2100)
29,"tensor(0.9710, device='cuda:0')",0.0,tensor(71.7734),"tensor(0.5814, device='cuda:0')",tensor(83.0300)
